"poziom_studiow";"forma_studiow";"kod_przedmiotu";"nazwa_przedmiotu";"rodzaj_zajec";"numer_grupy";"prowadzacy";"data";"poczatek";"koniec";"budynek";"nr_sali"
"II Stopnia";"Stacjonarne";"230-HES-2S-001";"Kryminologia z elementami kryminalistyki";"ćwiczenia audytoryjne";"1";"dr Tomasz Wierzchowski";"2023-03-28";"18:20";"19:50";"online";"online"
"II Stopnia";"Stacjonarne";"120-ISI-2S-724-IOP";"Modelowanie biznesowe";"wykład";"1";"dr inż. Paweł Skrzyński";"2023-03-29";"8:00";"9:30";"C2";"429"
"II Stopnia";"Stacjonarne";"120-ISI-2S-724-IOP";"Modelowanie biznesowe";"ćwiczenia projektowe";"1";"dr inż. Krzysztof Kluza";"2023-03-29";"11:15";"12:45";"D8";"526"
"II Stopnia";"Stacjonarne";"120-ISI-2S-699-IOP";"Estymacja oprogramowania";"ćwiczenia laboratoryjne";"1";"dr inż. Rafał Mrówka";"2023-03-29";"13:30";"15:00";"B5";"210"
"II Stopnia";"Stacjonarne";"120-ISI-2S-546-IOP";"Studio projektowe 1";"ćwiczenia projektowe";"1";"dr hab. inż. Radosław Klimek";"2023-03-29";"16:30";"18:45";"C2";"431"
"II Stopnia";"Stacjonarne";"120-ISI-2S-081-IOP";"Computational Intelligence";"ćwiczenia laboratoryjne";"1";"dr inż. Piotr Szwed";"2023-03-30";"9:30";"11:00";"C3";"215"
"II Stopnia";"Stacjonarne";"120-ISI-2S-128-IOP";"Eksploracja danych";"ćwiczenia laboratoryjne";"1";"dr inż. Piotr Szwed";"2023-03-30";"11:15";"12:45";"C2";"208"
"II Stopnia";"Stacjonarne";"120-ISI-2S-446-IOP";"Programowanie ekstremalne";"wykład";"1";"dr Dariusz Pałka";"2023-03-30";"13:00";"14:30";"C2";"208"
"II Stopnia";"Stacjonarne";"120-ISI-2S-081-IOP";"Computational Intelligence";"wykład";"1";"dr hab. Adrian Horzyk";"2023-03-30";"16:45";"18:15";"B1";"014"
"II Stopnia";"Stacjonarne";"120-ISI-2S-546-IOP";"Studio projektowe 1";"ćwiczenia projektowe";"1";"prof. dr hab. inż. Tomasz Szmuc";"2023-03-31";"8:00";"10:15";"D2";"4.07"
"II Stopnia";"Stacjonarne";"120-ISI-2S-699-IOP";"Estymacja oprogramowania";"wykład";"1";"dr inż. Rafał Mrówka";"2023-03-31";"12:45";"14:15";"B5";"210"
"II Stopnia";"Stacjonarne";"120-ISI-2S-446-IOP";"Programowanie ekstremalne";"ćwiczenia laboratoryjne";"1";"dr Dariusz Pałka";"2023-04-03";"11:00";"12:30";"C2";"313"
"II Stopnia";"Stacjonarne";"120-ISI-2S-718-IOP";"Metody formalne w inżynierii oprogramowania";"ćwiczenia laboratoryjne";"1";"dr inż. Wojciech Szmuc";"2023-04-03";"13:00";"14:30";"C2";"216"
"II Stopnia";"Stacjonarne";"120-ISI-2S-718-IOP";"Metody formalne w inżynierii oprogramowania";"wykład";"1";"prof. dr hab. inż. Tomasz Szmuc";"2023-04-03";"16:45";"18:15";"C2";"429"
"II Stopnia";"Stacjonarne";"120-ISI-2S-081-IOP";"Computational Intelligence";"ćwiczenia projektowe";"1";"dr hab. Adrian Horzyk";"2023-04-04";"8:00";"9:30";"C3";"215"
"II Stopnia";"Stacjonarne";"120-ISI-2S-766-IOP";"Przedsięwzięcie informatyczne";"wykład";"1";"dr hab. inż. Jan Werewka";"2023-04-04";"11:30";"13:00";"C2";"429"
"II Stopnia";"Stacjonarne";"120-ISI-2S-766-IOP";"Przedsięwzięcie informatyczne";"ćwiczenia projektowe";"1";"dr hab. inż. Jan Werewka";"2023-04-04";"13:15";"14:45";"B1";"014"
"II Stopnia";"Stacjonarne";"230-HES-2S-001";"Kryminologia z elementami kryminalistyki";"wykład";"1";"dr Tomasz Wierzchowski";"2023-04-04";"16:40";"18:10";"online";"online"
"II Stopnia";"Stacjonarne";"120-ISI-2S-128-IOP";"Eksploracja danych";"wykład";"1";"dr inż. Piotr Szwed";"2023-04-04";"16:45";"18:15";"B1";"on-line"
"II Stopnia";"Stacjonarne";"230-HES-2S-001";"Kryminologia z elementami kryminalistyki";"ćwiczenia audytoryjne";"1";"dr Tomasz Wierzchowski";"2023-04-04";"18:20";"19:50";"online";"online"
"II Stopnia";"Stacjonarne";"120-ISI-2S-724-IOP";"Modelowanie biznesowe";"wykład";"1";"dr inż. Paweł Skrzyński";"2023-04-05";"8:00";"9:30";"C2";"429"
"II Stopnia";"Stacjonarne";"120-ISI-2S-724-IOP";"Modelowanie biznesowe";"ćwiczenia projektowe";"1";"dr inż. Krzysztof Kluza";"2023-04-05";"11:15";"12:45";"D8";"526"
"II Stopnia";"Stacjonarne";"120-ISI-2S-699-IOP";"Estymacja oprogramowania";"ćwiczenia laboratoryjne";"1";"dr inż. Rafał Mrówka";"2023-04-05";"13:30";"15:00";"B5";"210"
"II Stopnia";"Stacjonarne";"120-ISI-2S-546-IOP";"Studio projektowe 1";"ćwiczenia projektowe";"1";"dr hab. inż. Radosław Klimek";"2023-04-05";"16:30";"18:45";"C2";"431"
"II Stopnia";"Stacjonarne";"120-ISI-2S-699-IOP";"Estymacja oprogramowania";"wykład";"1";"dr inż. Rafał Mrówka";"2023-04-07";"12:45";"14:15";"B5";"210"
"II Stopnia";"Stacjonarne";"120-ISI-2S-081-IOP";"Computational Intelligence";"ćwiczenia laboratoryjne";"1";"dr inż. Piotr Szwed";"2023-04-13";"9:30";"11:00";"C3";"215"
"II Stopnia";"Stacjonarne";"120-ISI-2S-128-IOP";"Eksploracja danych";"ćwiczenia laboratoryjne";"1";"dr inż. Piotr Szwed";"2023-04-13";"11:15";"12:45";"C2";"208"
"II Stopnia";"Stacjonarne";"120-ISI-2S-446-IOP";"Programowanie ekstremalne";"wykład";"1";"dr Dariusz Pałka";"2023-04-13";"13:00";"14:30";"C2";"208"
"II Stopnia";"Stacjonarne";"120-ISI-2S-081-IOP";"Computational Intelligence";"wykład";"1";"dr hab. Adrian Horzyk";"2023-04-13";"16:45";"18:15";"B1";"014"
"II Stopnia";"Stacjonarne";"120-ISI-2S-546-IOP";"Studio projektowe 1";"ćwiczenia projektowe";"1";"prof. dr hab. inż. Tomasz Szmuc";"2023-04-14";"8:00";"10:15";"D2";"4.07"
"II Stopnia";"Stacjonarne";"120-ISI-2S-446-IOP";"Programowanie ekstremalne";"ćwiczenia laboratoryjne";"1";"dr Dariusz Pałka";"2023-04-17";"11:00";"12:30";"C2";"313"
"II Stopnia";"Stacjonarne";"120-ISI-2S-718-IOP";"Metody formalne w inżynierii oprogramowania";"ćwiczenia laboratoryjne";"1";"dr inż. Wojciech Szmuc";"2023-04-17";"13:00";"14:30";"C2";"216"
"II Stopnia";"Stacjonarne";"120-ISI-2S-718-IOP";"Metody formalne w inżynierii oprogramowania";"wykład";"1";"prof. dr hab. inż. Tomasz Szmuc";"2023-04-17";"16:45";"18:15";"C2";"429"
"II Stopnia";"Stacjonarne";"120-ISI-2S-081-IOP";"Computational Intelligence";"ćwiczenia projektowe";"1";"dr hab. Adrian Horzyk";"2023-04-18";"8:00";"9:30";"C3";"215"
"II Stopnia";"Stacjonarne";"120-ISI-2S-766-IOP";"Przedsięwzięcie informatyczne";"wykład";"1";"dr hab. inż. Jan Werewka";"2023-04-18";"11:30";"13:00";"C2";"429"
"II Stopnia";"Stacjonarne";"120-ISI-2S-766-IOP";"Przedsięwzięcie informatyczne";"ćwiczenia projektowe";"1";"dr hab. inż. Jan Werewka";"2023-04-18";"13:15";"14:45";"B1";"014"
"II Stopnia";"Stacjonarne";"230-HES-2S-001";"Kryminologia z elementami kryminalistyki";"wykład";"1";"dr Tomasz Wierzchowski";"2023-04-18";"16:40";"18:10";"online";"online"
"II Stopnia";"Stacjonarne";"120-ISI-2S-128-IOP";"Eksploracja danych";"wykład";"1";"dr inż. Piotr Szwed";"2023-04-18";"16:45";"18:15";"B1";"on-line"
"II Stopnia";"Stacjonarne";"230-HES-2S-001";"Kryminologia z elementami kryminalistyki";"ćwiczenia audytoryjne";"1";"dr Tomasz Wierzchowski";"2023-04-18";"18:20";"19:50";"online";"online"
"II Stopnia";"Stacjonarne";"120-ISI-2S-724-IOP";"Modelowanie biznesowe";"wykład";"1";"dr inż. Paweł Skrzyński";"2023-04-19";"8:00";"9:30";"C2";"429"
"II Stopnia";"Stacjonarne";"120-ISI-2S-724-IOP";"Modelowanie biznesowe";"ćwiczenia projektowe";"1";"dr inż. Krzysztof Kluza";"2023-04-19";"11:15";"12:45";"D8";"526"
"II Stopnia";"Stacjonarne";"120-ISI-2S-699-IOP";"Estymacja oprogramowania";"ćwiczenia laboratoryjne";"1";"dr inż. Rafał Mrówka";"2023-04-19";"13:30";"15:00";"B5";"210"
"II Stopnia";"Stacjonarne";"120-ISI-2S-546-IOP";"Studio projektowe 1";"ćwiczenia projektowe";"1";"dr hab. inż. Radosław Klimek";"2023-04-19";"16:30";"18:45";"C2";"431"
"II Stopnia";"Stacjonarne";"120-ISI-2S-081-IOP";"Computational Intelligence";"ćwiczenia laboratoryjne";"1";"dr inż. Piotr Szwed";"2023-04-20";"9:30";"11:00";"C3";"215"
"II Stopnia";"Stacjonarne";"120-ISI-2S-128-IOP";"Eksploracja danych";"ćwiczenia laboratoryjne";"1";"dr inż. Piotr Szwed";"2023-04-20";"11:15";"12:45";"C2";"208"
"II Stopnia";"Stacjonarne";"120-ISI-2S-446-IOP";"Programowanie ekstremalne";"wykład";"1";"dr Dariusz Pałka";"2023-04-20";"13:00";"14:30";"C2";"208"
"II Stopnia";"Stacjonarne";"120-ISI-2S-081-IOP";"Computational Intelligence";"wykład";"1";"dr hab. Adrian Horzyk";"2023-04-20";"16:45";"18:15";"B1";"014"
"II Stopnia";"Stacjonarne";"120-ISI-2S-546-IOP";"Studio projektowe 1";"ćwiczenia projektowe";"1";"prof. dr hab. inż. Tomasz Szmuc";"2023-04-21";"8:00";"10:15";"D2";"4.07"
"II Stopnia";"Stacjonarne";"120-ISI-2S-699-IOP";"Estymacja oprogramowania";"wykład";"1";"dr inż. Rafał Mrówka";"2023-04-21";"12:45";"14:15";"B5";"210"
"II Stopnia";"Stacjonarne";"120-ISI-2S-718-IOP";"Metody formalne w inżynierii oprogramowania";"ćwiczenia laboratoryjne";"1";"dr inż. Wojciech Szmuc";"2023-04-24";"13:00";"14:30";"C2";"216"
"II Stopnia";"Stacjonarne";"120-ISI-2S-718-IOP";"Metody formalne w inżynierii oprogramowania";"wykład";"1";"prof. dr hab. inż. Tomasz Szmuc";"2023-04-24";"16:45";"18:15";"C2";"429"
"II Stopnia";"Stacjonarne";"120-ISI-2S-081-IOP";"Computational Intelligence";"ćwiczenia projektowe";"1";"dr hab. Adrian Horzyk";"2023-04-25";"8:00";"9:30";"C3";"215"
"II Stopnia";"Stacjonarne";"120-ISI-2S-766-IOP";"Przedsięwzięcie informatyczne";"wykład";"1";"dr hab. inż. Jan Werewka";"2023-04-25";"11:30";"13:00";"C2";"429"
"II Stopnia";"Stacjonarne";"120-ISI-2S-766-IOP";"Przedsięwzięcie informatyczne";"ćwiczenia projektowe";"1";"dr hab. inż. Jan Werewka";"2023-04-25";"13:15";"14:45";"B1";"014"
"II Stopnia";"Stacjonarne";"230-HES-2S-001";"Kryminologia z elementami kryminalistyki";"wykład";"1";"dr Tomasz Wierzchowski";"2023-04-25";"16:40";"18:10";"online";"online"
"II Stopnia";"Stacjonarne";"230-HES-2S-001";"Kryminologia z elementami kryminalistyki";"ćwiczenia audytoryjne";"1";"dr Tomasz Wierzchowski";"2023-04-25";"18:20";"19:05";"online";"online"
"II Stopnia";"Stacjonarne";"120-ISI-2S-081-IOP";"Computational Intelligence";"ćwiczenia laboratoryjne";"1";"dr inż. Piotr Szwed";"2023-04-27";"9:30";"11:00";"C3";"215"
"II Stopnia";"Stacjonarne";"120-ISI-2S-128-IOP";"Eksploracja danych";"ćwiczenia laboratoryjne";"1";"dr inż. Piotr Szwed";"2023-04-27";"11:15";"12:45";"C2";"208"
"II Stopnia";"Stacjonarne";"120-ISI-2S-081-IOP";"Computational Intelligence";"wykład";"1";"dr hab. Adrian Horzyk";"2023-04-27";"16:45";"18:15";"B1";"014"
"II Stopnia";"Stacjonarne";"120-ISI-2S-699-IOP";"Estymacja oprogramowania";"wykład";"1";"dr inż. Rafał Mrówka";"2023-04-28";"12:45";"14:15";"B5";"210"
"II Stopnia";"Stacjonarne";"120-ISI-2S-081-IOP";"Computational Intelligence";"ćwiczenia laboratoryjne";"1";"dr inż. Piotr Szwed";"2023-05-04";"9:30";"11:00";"C3";"215"
"II Stopnia";"Stacjonarne";"120-ISI-2S-128-IOP";"Eksploracja danych";"ćwiczenia laboratoryjne";"1";"dr inż. Piotr Szwed";"2023-05-04";"11:15";"12:45";"C2";"208"
"II Stopnia";"Stacjonarne";"120-ISI-2S-081-IOP";"Computational Intelligence";"wykład";"1";"dr hab. Adrian Horzyk";"2023-05-04";"16:45";"18:15";"B1";"014"
"II Stopnia";"Stacjonarne";"120-ISI-2S-718-IOP";"Metody formalne w inżynierii oprogramowania";"ćwiczenia laboratoryjne";"1";"dr inż. Wojciech Szmuc";"2023-05-08";"13:00";"14:30";"C2";"216"
"II Stopnia";"Stacjonarne";"120-ISI-2S-718-IOP";"Metody formalne w inżynierii oprogramowania";"wykład";"1";"prof. dr hab. inż. Tomasz Szmuc";"2023-05-08";"16:45";"18:15";"C2";"429"
"II Stopnia";"Stacjonarne";"120-ISI-2S-081-IOP";"Computational Intelligence";"ćwiczenia projektowe";"1";"dr hab. Adrian Horzyk";"2023-05-09";"8:00";"9:30";"C3";"215"
"II Stopnia";"Stacjonarne";"120-ISI-2S-766-IOP";"Przedsięwzięcie informatyczne";"wykład";"1";"dr hab. inż. Jan Werewka";"2023-05-09";"11:30";"13:00";"C2";"429"
"II Stopnia";"Stacjonarne";"230-HES-2S-001";"Kryminologia z elementami kryminalistyki";"wykład";"1";"dr Tomasz Wierzchowski";"2023-05-09";"16:40";"18:10";"online";"online"
"II Stopnia";"Stacjonarne";"120-ISI-2S-081-IOP";"Computational Intelligence";"ćwiczenia laboratoryjne";"1";"dr inż. Piotr Szwed";"2023-05-11";"9:30";"11:00";"C3";"215"
"II Stopnia";"Stacjonarne";"120-ISI-2S-128-IOP";"Eksploracja danych";"ćwiczenia laboratoryjne";"1";"dr inż. Piotr Szwed";"2023-05-11";"11:15";"12:45";"C2";"208"
"II Stopnia";"Stacjonarne";"120-ISI-2S-081-IOP";"Computational Intelligence";"wykład";"1";"dr hab. Adrian Horzyk";"2023-05-11";"16:45";"18:15";"B1";"014"
"II Stopnia";"Stacjonarne";"120-ISI-2S-699-IOP";"Estymacja oprogramowania";"wykład";"1";"dr inż. Rafał Mrówka";"2023-05-12";"12:45";"14:15";"B5";"210"
"II Stopnia";"Stacjonarne";"120-ISI-2S-718-IOP";"Metody formalne w inżynierii oprogramowania";"ćwiczenia laboratoryjne";"1";"dr inż. Wojciech Szmuc";"2023-05-15";"13:00";"14:30";"C2";"216"
